Customer_ID,Peak_mins,OffPeak_mins,Weekend_mins,International_mins,Total_mins,Average_mins
K341610,451.199999,51.3,147.6,175.157974,650.099999,3.476471
K341670,262.2,144.6,102.6,150.885124,509.4,3.050299
K341850,628.800001,196.800001,72.600001,51.389635,898.200003,2.185401
K341990,341.399999,134.700001,115.8,33.185382,591.9,2.818571
K342030,489.6,391.199999,91.800001,116.875962,972.6,2.992615
K342130,413.4,356.4,51,103.379272,820.8,2.450149
K342290,455.4,60,63,6.623165,578.4,3.109677
K342300,379.199999,56.399998,144,2.685122,579.599997,2.455932
K342420,520.8,57,72.6,167.692918,650.4,2.540625
K342740,338.399999,213.3,54,106.196017,605.699999,2.502893
K342750,396,179.1,85.199999,69.864404,660.299999,2.123151
K342900,445.799999,221.399999,63,18.399516,730.199998,1.834673
K343000,430.2,181.499999,98.399999,35.614406,710.099998,3.128194
K343040,439.199999,344.4,59.5,82.319772,843.099999,1.82885
K343060,404.4,276.6,53.4,146.962927,734.4,1.878261
K343150,279,185.400001,78.599999,28.551623,543,2.413333
K343170,489.599999,305.400001,101.400001,151.909955,896.400001,3.447692
K343240,314.4,177.6,64.8,38.843796,556.8,2.3897
K343260,425.4,165.300001,93.6,171.292192,684.300001,3.001316
K343450,525,131.1,78,98.255634,734.1,2.640647
K343490,534.6,131.7,83.4,86.753059,749.7,3.010843
K343570,656.4,126.299999,132.6,63.614006,915.299999,2.084966
K343640,426,331.200001,85.200001,154.797422,842.400002,1.661538
K343740,529.200002,67.799998,61.200002,120.982289,658.200002,2.25411
K343770,521.4,56.7,81,45.24375,659.1,1.810714
K343840,518.399999,257.1,55.200001,24.010597,830.7,1.790302
K343860,482.4,54.6,66.6,118.210694,603.6,2.11049
K343900,612,162.300001,89.5,147.194241,863.800001,2.164912
K343920,345,203.4,84.5,89.53564,632.9,2.434231
K343930,645,148.199999,114,148.550505,907.199999,1.825352
K343970,528,287.1,57,116.225732,872.1,2.153333
K344080,678,174.599999,58.199999,35.443601,910.799998,2.237838
K344100,603.6,138.299999,80.4,19.759593,822.299999,2.284167
K344110,456,108.900001,107.400001,66.496087,672.300002,2.241
K344170,363.599999,200.7,109.799999,145.065796,674.099998,2.119811
K344230,482.4,59.4,120,178.217201,661.8,2.121154
K344240,526.8,120.599999,53,71.687738,700.399999,2.266667
K344250,588.6,200.1,147,6.097022,935.7,2.016595
K344370,616.8,139.8,64.500001,173.541353,821.100001,3.494043
K344430,421.2,290.399999,50.399999,27.10522,761.999998,2.359133
K344500,496.800001,60.3,60,52.975539,617.100001,3.265079
K344510,309,194.400001,77.400001,169.471758,580.800002,2.778947
K344590,553.2,132.3,56,178.941489,741.5,3.726131
K344620,628.800001,229.2,67.199999,18.449222,925.2,4.167568
K344660,639.600001,264.600001,89.399999,115.386832,993.600001,4.17479
K344690,765.6,29.4,53.4,167.246511,848.4,3.119118
K344730,472.2,278.700001,50.4,151.110507,801.300001,4.088265
K345010,781.199999,95.1,52.800001,164.702923,929.1,4.599505
K345170,372.600001,84,79.2,148.495269,535.800001,4.218898
K345260,662.4,93.6,151.5,48.27505,907.5,4.426829
K345380,663,205.199999,53.400001,34.518057,921.6,3.156164
K345450,563.4,344.4,59.4,159.943538,967.2,4.298667
K345580,789.6,35.7,51,103.326859,876.3,5.409259
K345900,466.2,156.9,136.2,15.997492,759.3,5.165306
K345920,488.399999,311.7,64.799999,68.978392,864.899998,2.781029
K345950,406.8,217.8,55.8,103.142053,680.4,6.736634
K345990,344.4,162.900001,67.800001,45.263655,575.100002,6.461798
K346200,656.4,136.199999,104,163.357145,896.599999,4.002679
K346240,411.599999,39,65.400001,30.925513,516,5.431579
K346440,631.8,279.899999,79.8,132.757272,991.499999,5.137306
K346500,780,75.300001,62.399999,94.178682,917.7,5.882692
K346560,549.599999,30.300001,82,26.424262,661.9,3.293035
K346650,600,246.9,70.799999,147.598827,917.699999,3.437079
K346930,571.799999,78.3,69,167.539526,719.099999,5.7528
K347200,356.399999,260.1,72.6,60.884686,689.099999,4.333962
K347450,469.800001,264.9,116.400001,158.40185,851.100002,3.54625
K347510,466.800001,220.199999,85.199999,48.450147,772.199999,8.485714
K347640,620.4,99,151.500001,83.3589,870.900001,3.225556
K347730,474,65.7,52.2,161.301105,591.9,3.894079
K347900,355.2,164.100001,88.8,174.28382,608.100001,2.909569
K347990,819.600002,22.500002,53.5,16.163276,895.600004,3.61129
K348120,317.400001,111,79.2,39.577836,507.600001,2.714439
K348260,471.6,4.2,92.4,152.811219,568.2,5.570588
K348360,469.800001,131.1,74.4,29.291991,675.300001,2.898283
K348680,541.799999,192.300001,56.4,72.279833,790.5,3.124506
K348840,382.2,286.2,63.6,160.400929,732,3.114894
K348960,346.2,138,60.500001,177.386473,544.700001,5.558163
K349000,432,165.3,91.199999,155.077968,688.499999,3.158257
K349120,550.8,268.2,91,56.344627,910,3.596838
K349190,579,78.3,105,97.416063,762.3,6.628696
K349320,705.6,169.800001,68.500001,115.024154,943.900002,3.687109
K349380,453.6,54,82.8,12.706552,590.4,3.28
K349420,496.800001,218.100001,68.4,140.655503,783.300002,4.527746
K349440,492,270.9,61.8,49.750851,824.7,4.363492
K349700,655.2,149.1,68.5,6.029983,872.8,5.016092
K349830,606,49.800001,88.199999,62.370999,744,5.09589
K349860,559.2,25.2,72,54.610844,656.4,5.610256
K349940,602.4,86.700001,62.4,113.973219,751.500001,8.44382
K349970,357.600001,198.3,54.600001,14.178238,610.500002,2.502049
K350020,328.8,228.9,62.4,11.771989,620.1,3.647647
K350040,487.2,134.699999,61.2,6.845176,683.099999,4.11506
K350070,579,230.399999,65,73.672549,874.399999,3.628216
K350110,408.599999,268.200001,92.400001,68.325863,769.200001,3.165432
K350230,398.4,150.3,96,99.470361,644.7,3.792353
K350290,620.399999,291.300001,79.799999,31.843772,991.499999,4.486425
K350310,384.599999,182.699999,67.8,141.412577,635.099998,2.913303
K350380,414.6,166.800001,68,133.936298,649.400001,7.464368
K350410,665.4,141.900001,69,81.660695,876.300001,3.186545
K350470,706.8,135.6,113.499999,38.719643,955.899999,3.648473
K350480,407.400001,158.1,50.400001,136.380865,615.900002,4.737692
K350660,459.6,132.6,76.200001,70.492568,668.400001,7.682759
K350700,551.4,286.8,57,173.542362,895.2,4.125346
K350750,504,89.7,61.8,24.907855,655.5,4.021472
K350760,312.599999,136.199999,59,2.357606,507.799998,2.759783
K350880,394.800001,247.800001,88.800001,173.21923,731.400003,4.327811
K351000,463.8,172.2,51,97.493533,687,3.271429
K351100,600,68.700001,69,60.914114,737.700001,4.009239
K351120,289.8,164.7,59,121.701485,513.5,3.020588
K351160,445.8,276.599999,76.8,177.983768,799.199999,4.489888
K351210,504.6,128.4,133.8,7.707089,766.8,6.498305
K351370,403.8,246,102.500002,142.650383,752.300002,5.970635
K351440,450.6,325.800001,78.500001,10.357587,854.900002,2.897966
K351470,384,73.8,67.2,34.171991,525,3
K351550,390,221.4,90,54.497796,701.4,2.53213
K351720,505.799999,36.3,88.200001,65.801495,630.3,3.939375
K351740,659.399999,67.8,111.600001,116.163689,838.8,5.2425
K351750,585.6,142.2,52.2,96.59874,780,4.588235
K351760,382.2,125.100001,65.500001,18.125352,572.800002,4.406154
K352020,367.2,27,142.2,64.193594,536.4,6.541463
K352070,540,324.3,115.200001,151.826835,979.500001,3.080189
K352080,560.4,194.100001,106.800001,10.955572,861.300002,6.945968
K352110,357.6,124.2,57,17.971931,538.8,3.848571
K352250,286.8,148.2,65,25.207984,500,5.494505
K352270,366.600001,225,60,0.603736,651.600001,6.858947
K352280,577.199999,224.1,93.6,38.799353,894.899999,5.7
K352400,543,291.300001,53.4,96.1689,887.700001,9.863333
K352490,398.400001,301.500001,52,53.196574,751.900002,6.06371
K352520,314.4,59.4,178.8,42.69133,552.6,8.126471
K352650,901.799999,58.5,101.500001,97.834757,1061.8,2.127856
K352660,1505.4,786,129,43.706365,2420.4,2.204372
K352680,1607.400001,219.599999,109.8,171.552828,1936.8,1.70343
K352720,1026.599999,29.1,88.199999,18.04087,1143.899998,2.024602
K352810,1498.2,21,58,163.352617,1577.2,1.849004
K352840,923.400001,203.7,57,169.147193,1184.100001,1.96043
K352880,1112.400001,123.9,84.500001,82.791066,1320.800002,2.662903
K352960,1153.8,408.899999,76.8,14.662299,1639.499999,2.436107
K353210,1068.600001,561.899999,82.500002,169.533519,1713.000002,1.975779
K353280,596.4,356.4,72,92.402857,1024.8,1.849819
K353340,1167.6,46.500001,75,136.91519,1289.100001,2.130744
K353410,871.8,344.7,66.6,123.769204,1283.1,2.076214
K353540,613.2,340.2,57.599999,82.279856,1010.999999,2.026052
K353550,1368.600001,76.800001,112,93.9673,1557.400002,2.18736
K353670,762.6,377.4,88.800001,35.975223,1228.800001,2.017734
K353680,858.599999,118.500001,67.8,138.591873,1044.9,2.20443
K353800,1027.8,174.900001,64.2,83.380716,1266.900001,2.004589
K353980,2050.2,38.1,56,28.074064,2144.3,2.137886
K354020,630.6,434.100001,99.6,141.999189,1164.300001,2.713986
K354050,1096.2,339.6,127.2,73.873178,1563,2.112162
K354060,1372.2,295.2,75,18.916636,1742.4,1.898039
K354070,889.799999,441.300001,124.499999,75.276558,1455.599999,1.961725
K354170,1320,771.6,84.6,99.326691,2176.2,2.21609
K354390,1570.800001,182.1,88.800001,3.264441,1841.700002,1.934559
K354540,979.2,292.500001,102,92.65086,1373.700001,1.934789
K354580,911.4,299.7,70.800001,175.371526,1281.900001,1.775485
K354700,615.599999,329.699999,72,37.825827,1017.299998,1.901495
K354710,856.2,346.2,114,156.055133,1316.4,2.031481
K354730,1065,487.800001,72,43.821594,1624.800001,2.321143
K354820,882,145.2,61.2,165.560729,1088.4,1.873322
K354890,1406.4,636.900001,93,120.375912,2136.300001,1.996542
K354920,595.199999,354.3,94.500002,123.910405,1044.000001,2.571429
K354930,685.8,332.1,91,130.407136,1108.9,1.581883
K354990,1030.2,513.9,123,86.483029,1667.1,1.925058
K355010,749.400001,250.500001,52.799999,170.255198,1052.700001,2.092843
K355060,805.2,534,52.2,48.652927,1391.4,2.562431
K355200,1194,171.9,81,98.768246,1446.9,2.31504
K355220,972,108.300001,58,171.110805,1138.300001,1.81258
K355270,1008.6,403.5,85.5,153.962227,1497.6,2.245277
K355320,987.600001,44.100001,113.399999,60.107003,1145.100001,2.070705
K355350,763.8,206.7,75,52.320308,1045.5,3.383495
K355450,691.799999,279.600001,66,166.746371,1037.4,2.070659
K355520,1575.600001,380.7,64.8,26.725716,2021.100001,1.807782
K355580,730.2,282.599999,73.2,29.694562,1085.999999,3.03352
K355590,798,163.8,52.2,111.750938,1014,2.59335
K355600,1650.600001,533.399999,82.8,101.041986,2266.8,1.954138
K355690,557.399999,493.500001,62.399999,38.21102,1113.299999,2.348734
K355780,904.199999,40.499998,144.6,66.799052,1089.299997,1.696729
K355880,737.400001,498.9,78.500001,108.394861,1314.800002,2.228475
K355890,1204.2,42.899999,74,26.49011,1321.099999,2.798941
K355930,1179,177.3,70.2,159.338298,1426.5,1.821839
K356090,1014,447.6,69.6,22.190648,1531.2,2.165771
K356100,953.400001,100.8,105.599999,86.085072,1159.8,1.751964
K356140,701.4,397.8,60,12.281499,1159.2,1.585773
K356160,694.200001,204,139.500001,66.142978,1037.700002,2.737995
K356220,883.8,486.6,89,23.795674,1459.4,2.10896
K356260,2086.200002,383.700001,160.200002,138.850209,2630.100005,2.092363
K356490,1459.8,329.4,59.4,170.275202,1848.6,1.539217
K356510,1185,431.399999,70,77.718403,1686.399999,2.664139
K356610,954,20.1,67.199999,12.857129,1041.299999,1.773935
K356620,1339.200001,618,55.5,64.884653,2012.700001,2.544501
K356640,1066.8,312.9,73.5,141.801611,1453.2,2.401983
K356650,766.200001,320.7,74.500001,157.564697,1161.400002,2.399587
K356660,720.599999,546.599999,56.500001,27.955399,1323.699999,3.520479
K356840,615,333.600001,112.8,75.371557,1061.400001,3.48
K356850,774.6,531.6,65.4,137.499897,1371.6,2.100459
K356870,1383.6,117.9,78,14.618838,1579.5,2.190707
K356950,1883.4,382.199999,86.4,19.044566,2351.999999,1.789954
K357000,1090.2,556.499999,99.6,15.336034,1746.299999,3.016062
K357050,1399.799999,668.099999,63.6,13.845921,2131.499998,2.1
K357080,804,109.500001,94,125.777767,1007.500001,1.890244
K357090,1221.600001,198,96.500001,4.61118,1516.100002,2.172063
K357150,886.2,216,103.8,79.821991,1206,2.571429
K357340,1547.399999,615,54.600001,124.789218,2217,1.726636
K357470,633,576.599999,50.400001,48.702671,1260,1.894737
K357540,1825.200001,330.3,91.799999,9.754739,2247.3,2.393291
K357670,1365,461.400001,110.400001,148.418891,1936.800002,2.181081
K357680,970.800001,255,52.800001,34.883538,1278.600002,2.113388
K357860,553.2,373.8,177,37.169157,1104,2.343949
K357880,1332.6,528.3,108.5,50.259457,1969.4,2.647043
K358010,1019.400001,433.200001,119.400001,66.066026,1572.000003,2.258621
K358060,732.6,295.2,54.6,3.902546,1082.4,2.378901
K358080,1211.4,370.5,61.2,78.701516,1643.1,2.982033
K358170,1674,658.200001,96.6,26.906778,2428.800001,2.884561
K358350,790.2,188.099999,61.8,50.604528,1040.099999,2.067793
K358380,1256.4,400.5,56.500002,96.718965,1713.400002,2.494032
K358410,697.799999,415.200001,78.6,94.853789,1191.6,3.119372
K358420,812.4,239.099999,64.200001,89.913155,1115.7,2.028545
K358540,805.2,216.299999,65.400001,58.507847,1086.9,2.830469
K358590,1283.400001,261,53.400001,158.325256,1597.800002,1.763576
K358750,711,247.799999,78.6,98.721055,1037.399999,1.807317
K358770,1191.6,615,119,21.08011,1925.6,2.831765
K359000,790.199999,159,70.500001,132.476798,1019.7,2.999118
K359110,597.6,320.699998,83.4,112.100288,1001.699998,2.870201
K359290,640.799999,401.700001,72,8.451868,1114.5,2.38141
K359410,1057.8,629.1,60.600001,114.236691,1747.500001,2.367886
K359450,1187.399999,392.1,124.799999,7.74105,1704.299998,2.033771
K359510,763.2,330.9,152.4,56.215126,1246.5,2.425097
K359590,1084.199999,778.500001,57.6,26.843268,1920.3,2.000312
K359680,1077,196.499999,65.4,55.460542,1338.899999,2.059846
K359720,1821.599999,308.400001,60.5,24.53157,2190.5,1.665779
K359820,707.4,517.800001,71.4,5.131872,1296.600001,1.790884
K359890,1026.6,291.6,64,141.833792,1382.2,2.903782
K359970,805.8,267.3,97.2,172.467725,1170.3,2.171243
K360060,1867.8,132,106.8,76.546516,2106.6,2.697311
K360160,1009.2,55.8,97.8,125.983544,1162.8,2.636735
K360170,985.800001,416.399999,111.600001,32.488499,1513.800001,2.614508
K360180,858,166.200001,83.500001,91.376882,1107.700002,2.588084
K360200,1058.4,153.900001,137.4,166.146931,1349.700001,2.817745
K360210,1236.6,744,117,15.928352,2097.6,2.114516
K360230,1522.8,234.6,61.2,9.688814,1818.6,3.157292
K360300,1819.800001,648.6,62.500001,63.41655,2530.900002,2.002294
K360330,1584,187.800001,60.599999,3.617046,1832.4,2.555649
K360430,685.8,512.1,53.400001,7.674604,1251.300001,1.925077
K360600,662.4,357.6,56.4,64.696283,1076.4,3.251964
K360650,1153.2,93,53.400001,148.383328,1299.600001,1.590698
K360660,752.4,402,69.6,77.093285,1224,3.1875
K360720,1405.200001,331.500001,118,100.604371,1854.700002,2.421279
K361100,911.4,63,80.5,50.84647,1054.9,2.663889
K361130,810.6,85.199999,165.6,1.143774,1061.399999,2.735567
K361170,796.8,168,82.2,126.301425,1047,2.748031
K361390,1239,313.200001,85.200001,27.374146,1637.400002,3.461734
K361500,833.4,444,53.4,1.393872,1330.8,2.450829
K361530,1548,222.9,75.6,39.777568,1846.5,2.751863
K361800,1255.200001,213,66.5,24.06517,1534.700001,2.82114
K361840,612,509.100001,85.2,175.902329,1206.300001,1.984046
K361920,1000.200001,36.3,88.200001,65.469916,1124.700002,2.167052
K361960,849,419.1,88.500002,52.942053,1356.600002,2.223934
K361970,816.600001,253.8,59,146.808066,1129.400001,2.596322
K362030,914.4,233.7,83.4,178.249731,1231.5,2.179646
K362260,880.200001,587.4,87.6,62.446736,1555.200001,3.301911
K362270,1014.600001,436.800001,60,107.58537,1511.400002,2.469608
K362380,1087.8,93.9,122.4,114.920041,1304.1,1.762297
K362490,1211.4,228,122,60.620044,1561.4,1.989045
K362650,1026.600001,212.7,101.399999,0.891153,1340.7,1.799597
K362930,1194,85.200001,99,95.994088,1378.200001,4.333962
K362970,1050,120.3,92.400001,8.812734,1262.700001,3.587216
K363030,1808.400001,143.400001,55.199999,114.019919,2007.000001,3.478336
K363040,1911.599999,392.400001,78,42.461203,2382,3.447178
K363050,1476.6,328.8,91.8,30.666584,1897.2,4.292308
K363080,882.599999,301.5,53.4,75.313887,1237.499999,3.27381
K363100,669.599999,280.2,62,163.283714,1011.799999,2.504455
K363360,1038,338.099999,91,60.327643,1467.099999,2.706827
K363370,676.8,256.8,94.2,59.518738,1027.8,3.544138
K363430,846.6,189.6,53,73.824406,1089.2,2.709453
K363820,640.8,330.3,82.2,37.647431,1053.3,2.426959
K364070,1112.400001,80.400001,50.5,128.16914,1243.300002,5.809813
K364160,792,217.5,88.200001,49.194996,1097.700001,3.326364
K364290,1273.800001,537,72,34.453775,1882.800001,3.579468
K364300,893.400001,205.500001,53.500001,6.801084,1152.400003,3.429762
K364340,1488.599999,193.5,88.5,27.371973,1770.599999,6.758015
K364390,936.6,61.800001,100.199999,39.012085,1098.6,3.156897
K364580,1003.8,213,136.8,30.836093,1353.6,4.152147
K364610,1029,775.2,80.4,47.525898,1884.6,2.886064
K364720,1616.4,273.6,120,9.736848,2010,4.222689
K364870,2058,131.400001,86,49.383499,2275.400001,5.956545
K365010,902.4,112.200001,95,68.289825,1109.600001,4.909735
K365020,830.4,130.8,81.5,80.753801,1042.7,5.729121
K365040,1434,344.1,54.599999,77.834597,1832.699999,3.132821
K365060,819.6,313.499999,62.4,128.250055,1195.499999,3.724299
K365100,1786.8,170.7,90.599999,62.457393,2048.099999,5.535405
K365120,715.200001,200.7,120,69.51282,1035.900001,2.718898
K365220,798,93.900001,140.400001,151.44443,1032.300002,6.533544
K365250,575.4,455.7,72.500001,115.846056,1103.600001,2.765915
K365270,784.2,317.100001,87,88.523582,1188.300001,3.414655
K365360,964.800001,36,59.500002,22.520714,1060.300003,3.431392
K365480,1290,255,84,175.099654,1629,3.636161
K365510,1328.4,357.3,86.4,52.595194,1772.1,4.354054
K365560,1130.4,286.200001,121.799999,118.617534,1538.4,4.675988
K365570,1063.200001,205.200001,63,83.012932,1331.400002,5.241732
K365610,747.600001,391.2,87.6,25.035898,1226.400001,5.867943
K365620,1263,244.5,72,60.479614,1579.5,3.581633
K365760,646.2,408.6,106.8,76.38023,1161.6,2.658124
K365800,1300.800001,405.300001,91.800001,177.954075,1797.900003,4.483541
K365820,644.399999,278.699999,112.799999,175.519087,1035.899997,3.476174
K365840,961.200001,102.6,97.799999,32.369992,1161.6,3.064908
K365870,994.8,404.7,81.599999,63.498766,1481.099999,2.510339
K365880,686.400001,415.799999,66,19.835905,1168.2,6.348913
K365960,1242,52.2,52.2,156.696354,1346.4,6.732
K366220,1369.800001,55.800001,51.5,107.211576,1477.100002,6.154583
K366270,1612.8,123.9,70,80.114658,1806.7,6.691481
K366350,870.600001,87.900001,79.500002,71.692302,1038.000004,7.863636
K366410,909.6,114.6,122.4,111.14489,1146.6,4.757676
K366430,1328.4,508.5,73.199999,5.905712,1910.099999,3.797416
K366480,1047.6,116.1,147.6,42.907086,1311.3,3.602473
K366640,1740.6,281.7,99,51.764639,2121.3,5.316541
K366650,789.599999,672.899999,87.5,118.091295,1549.999998,4.599407
K366710,900,157.500002,57,41.484828,1114.500002,3.606796
K366750,1065,66.899998,112.8,173.942711,1244.699998,4.661798
K366790,871.799999,142.5,109.799999,77.208838,1124.099998,2.62028
K366840,1183.2,453,82.500001,19.628649,1718.700001,6.510227
K367110,1350.599999,903,93,87.488943,2346.599999,3.571689
K367290,1417.2,344.1,57.6,91.261963,1818.9,7.105078
K367510,1398.6,516.3,118.8,70.600119,2033.7,4.035119
K367710,1327.800001,51.3,96.6,35.014717,1475.700001,3.832987
K367850,1975.8,176.700001,58.2,106.801254,2210.700001,4.403785
K367910,808.8,345,73,15.666408,1226.8,8.762857
K367940,703.2,257.7,140.500001,166.551162,1101.400001,6.440936
K367970,984.6,267.300001,91.800001,161.294439,1343.700002,3.701653
K367980,811.199999,417.9,52.199999,169.998756,1281.299998,2.703165
K368080,951.6,372.3,55.2,170.280111,1379.1,5.74625
K368180,802.799999,397.799999,108.600001,172.513951,1309.199999,6.117757
K368230,1220.4,648.9,64.799999,102.885494,1934.099999,3.792353
K368290,868.200001,168.3,77,121.34851,1113.500001,2.607728
K368320,1180.799999,516,96.6,81.222678,1793.399999,2.784783
K368340,1183.799999,97.499999,105,83.839354,1386.299998,3.610156
K368420,1021.799999,284.1,112.200001,153.386945,1418.1,3.939167
K368700,1029,510.6,100.200001,178.787093,1639.800001,4.151392
K368900,1802.4,712.2,105.499999,106.235419,2620.099999,4.68712
K368950,736.8,359.7,87,5.661599,1183.5,3.641538
K368970,837,334.5,81.5,81.645567,1253,7.83125
K369050,887.4,109.199999,79.800001,110.757693,1076.4,3.506189
K369090,954.599999,100.5,127.2,113.021919,1182.299999,3.436919
K369180,912.6,283.8,56.5,45.841526,1252.9,9.078986
K369430,1321.2,210.3,61.8,128.306059,1593.3,7.275342
K369480,1216.799999,565.500001,96,160.828451,1878.3,2.590759
K369620,1422,161.399999,61.2,11.080621,1644.599999,5.155486
K369670,1177.2,276.300001,65.4,140.059388,1518.900001,5.933203
K369680,780,544.200001,60.599999,103.454918,1384.8,2.490647
K369770,1114.799999,97.200001,51.6,104.975555,1263.6,4.529032
K369790,1425,936.9,61.5,57.30599,2423.4,3.934091
K369810,757.8,222.300001,72,169.035003,1052.100001,6.415244
K369820,1176.600001,47.399999,58.2,38.739485,1282.2,4.696703
K369860,918,376.8,69,154.36741,1363.8,5.477108
K370100,623.4,464.100001,78,148.671944,1165.500001,5.497642
K370140,1133.4,376.2,114,35.171971,1623.6,6.31751
K370180,646.800001,410.4,61,152.807318,1118.200001,3.583974
K370300,655.2,423,140.4,127.942402,1218.6,2.442084
K370330,1891.800001,113.699999,109.199999,36.908382,2114.699999,9.835814
K370520,1113,551.400001,96,164.509215,1760.400001,3.614784
K370610,845.4,343.5,83.4,63.413868,1272.3,4.464211
K370650,1122.600001,321.3,109.5,5.632006,1553.400001,4.931429
K370950,683.400002,252.300001,120,56.062955,1055.700003,6.246746
K371180,947.4,222.900001,69,129.004901,1239.300001,5.607692
K371470,1400.399999,284.399999,65.399999,152.186952,1750.199997,4.704839
K371500,542.4,393.6,88.800001,135.089887,1024.800001,4.217284
K371510,640.800001,352.499999,72,115.66667,1065.3,2.731538
K371570,1303.799999,295.200001,130.799999,153.496455,1729.799999,3.024126
K371630,1467,603,70.2,18.148625,2140.2,7.017049
K371650,633.600001,394.8,50.399999,147.966506,1078.8,8.494488
K371730,858.599999,408.3,94.799999,83.777774,1361.699998,4.052679
K371750,955.199999,61.199999,117,105.242766,1133.399998,2.921134
K372070,1496.399999,576.3,69,16.069124,2141.699999,6.713793
K372170,971.4,347.1,51,2.275738,1369.5,8.506211
K372190,871.800001,336,85.199999,106.871084,1293,6.369458
K372230,589.8,400.499999,70.2,3.471137,1060.499999,6.886364
K372240,1419.6,305.4,72,33.191298,1797,8.397196
K372650,222.6,127.500001,50.5,96.222489,400.600001,2.086458
K372680,279,114.3,57,87.1132,450.3,2.104206
K372740,165,81.3,76.5,36.020566,322.8,2.69
K372770,267,45.6,75,45.093854,387.6,2.748936
K372790,231,79.8,51.600001,57.837899,362.400001,2.250932
K372810,273,168.300001,57,79.331393,498.300001,3.02
K372930,216,78.300001,95.400001,81.473073,389.700002,2.482166
K373000,291,18.600002,89.399998,38.76118,399,1.734783
K373050,155.399999,48,98.399999,49.698267,301.799998,2.025503
K373090,288.599999,67.8,54.5,82.975416,410.899999,2.375145
K373120,216,19.500001,95,84.171055,330.500001,2.466418
K373210,234.6,47.700001,87.6,108.652184,369.900001,2.269325
K373540,177,33.6,76.200001,57.328783,286.800001,3.186667
K373620,267,139.2,91.2,86.256241,497.4,2.462376
K373800,266.399999,71.1,63.600001,71.434898,401.1,1.617339
K374020,283.2,109.500001,68.399999,67.771509,461.1,2.317085
K374080,377.4,21.3,54,32.146854,452.7,2.829375
K374120,192.599999,113.400001,67.2,83.751408,373.2,3.362162
K374130,278.4,80.099999,96.500001,99.015609,455,1.919831
K374150,265.2,30.6,78,19.282181,373.8,2.065193
K374180,275.399999,56.699999,109.199999,102.47407,441.299997,2.015068
K374220,276,21.6,79.199999,2.997887,376.799999,2.67234
K374360,136.799999,15,70.799999,18.497347,222.599998,2.7825
K374390,276,101.4,100.2,90.499331,477.6,2.668156
K374450,196.799999,71.7,57.500001,94.161732,326,2.050314
K374680,199.2,66.3,118.2,3.215085,383.7,3.456757
K374700,292.8,85.8,88.8,108.925549,467.4,3.035065
K374800,251.400001,51.3,52.2,59.989982,354.900001,5.545313
K374870,249,107.700001,86.499999,64.323716,443.2,3.887719
K374930,324,42.599999,81,102.985941,447.599999,3.5808
K375040,280.2,22.499999,71.4,4.694432,374.099999,4.507229
K375090,228,149.7,73.2,50.333138,450.9,2.188835
K375160,313.8,24,68.4,0.625906,406.2,4.513333
K375180,337.2,33.3,51.6,69.359487,422.1,5.628
K375200,94.8,37.5,52.8,28.428471,185.1,3.191379
K375300,213,61.500001,55.2,3.021601,329.700001,6.105556
K375320,264,62.400001,66,23.450614,392.400001,3.809709
K375430,250.8,56.1,133.8,93.151916,440.7,3.39
K375460,272.400001,173.100001,51.599999,56.206211,497.100001,2.731319
K375630,298.799998,42,152.4,153.214258,493.199998,4.742308
K375700,202.2,126.299999,56.399999,31.615637,384.899998,3.563889
K376250,112.199999,10.5,99,22.061926,221.699999,6.334286
K376270,220.8,95.100002,57,86.835046,372.900002,3.133613
K376320,225.6,45.6,81,111.863136,352.2,3.557576
K376330,257.4,39.3,114,95.351817,410.7,3.312097
K376360,184.2,30,69.6,89.938365,283.8,5.9125
K376690,128.4,461.1,32.4,14.900205,621.9,2.826818
K376760,193.2,365.1,28.8,78.50355,587.1,1.795413
K376770,61.200001,461.100001,60.5,43.756645,582.800002,3.469048
K376780,270.6,297,23.500001,40.867607,591.100001,2.393117
K376860,262.2,263.4,52.8,77.689823,578.4,2.605405
K376960,287.4,306.6,121.200001,21.831857,715.200001,2.500699
K376980,256.800001,346.800001,129.6,27.099781,733.200002,6.488496
K377040,103.2,354.899999,57,14.457919,515.099999,2.21073
K377050,269.4,253.499999,56.499999,86.5476,579.399998,2.3176
K377120,49.200001,407.1,57.5,83.216878,513.800001,7.446377
K377140,178.800001,210.900001,115.199999,50.01515,504.900001,2.381604
K377150,237,284.399999,112.5,66.285856,633.899999,1.853509
K377300,180.6,291.3,53.4,58.691235,525.3,2.293886
K377430,211.2,383.1,25.2,16.0219,619.5,2.58125
K377600,57.6,483.9,47.5,97.662517,589,2.464435
K377710,55.2,535.2,29.499999,95.594039,619.899999,6.077451
K377790,58.8,421.2,94.2,42.162658,574.2,1.772222
K377910,112.8,419.699999,24.6,75.552457,557.099999,1.947902
K377940,238.8,378,5.5,7.238674,622.3,3.535795
K377970,241.800001,380.7,58.199999,34.969448,680.7,2.921459
K377980,298.800001,278.1,39.599999,63.088004,616.5,2.233696
K378020,113.399999,256.5,165.500001,38.574879,535.4,2.788542
K378070,100.200001,578.399999,66,80.523694,744.6,1.580892
K378270,192.6,366.6,47.4,52.220827,606.6,2.672247
K378410,101.4,348.900001,51.6,63.689148,501.900001,2.835593
K378500,271.2,335.699999,102.599999,76.120491,709.499998,2.388889
K378510,93,397.800001,18.500002,12.494769,509.300003,5.042574
